,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,GAPDH,Unkn-01,RE18-9,,NaN,0,0,NaN,NaN,0,0,67,
,A04,SYBR,GAPDH,Unkn-04,RE18-12,,NaN,0,0,NaN,NaN,0,0,67,
,B01,SYBR,GAPDH,Unkn-01,RE18-9,,NaN,0,0,NaN,NaN,0,0,67,
,B04,SYBR,GAPDH,Unkn-04,RE18-12,,34.2418417753362,33.8133313298036,0.606005283690763,NaN,NaN,NaN,NaN,67,
,B05,SYBR,GAPDH,Unkn-05,RE18-13,,34.0917914796152,33.4368730822748,0.926194479766394,NaN,NaN,NaN,NaN,67,
,C01,SYBR,GAPDH,Unkn-01,RE18-9,,NaN,0,0,NaN,NaN,0,0,67,
,C04,SYBR,GAPDH,Unkn-04,RE18-12,,33.384820884271,33.8133313298036,0.606005283690763,NaN,NaN,NaN,NaN,67,
,C05,SYBR,GAPDH,Unkn-05,RE18-13,,32.7819546849344,33.4368730822748,0.926194479766394,NaN,NaN,NaN,NaN,67,
,G01,SYBR,GAPDH,Unkn-25,cfR60-1,,28.5845593884878,28.3770788508894,0.245977282335029,NaN,NaN,NaN,NaN,67,
,G02,SYBR,GAPDH,Unkn-25,cfR60-1,,28.105354376543,28.3770788508894,0.245977282335029,NaN,NaN,NaN,NaN,67,
,G03,SYBR,GAPDH,Unkn-25,cfR60-1,,28.4413227876374,28.3770788508894,0.245977282335029,NaN,NaN,NaN,NaN,67,
,G04,SYBR,GAPDH,Unkn-26,cfR60-2,,27.5195518894807,27.5023511709641,0.0835994647046341,NaN,NaN,NaN,NaN,67,
,G05,SYBR,GAPDH,Unkn-26,cfR60-2,,27.4114892048604,27.5023511709641,0.0835994647046341,NaN,NaN,NaN,NaN,67,
,G06,SYBR,GAPDH,Unkn-26,cfR60-2,,27.5760124185512,27.5023511709641,0.0835994647046341,NaN,NaN,NaN,NaN,67,
,H01,SYBR,GAPDH,Unkn-29,cfR60-12,,NaN,0,0,NaN,NaN,0,0,67,
,H02,SYBR,GAPDH,Unkn-29,cfR60-12,,34.0334168206203,34.0334168206203,0,NaN,NaN,NaN,0,67,
,H03,SYBR,GAPDH,Unkn-29,cfR60-12,,NaN,0,0,NaN,NaN,0,0,67,
