,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cre,Unkn-01,33c-1,,15.1503368832153,14.9456224596591,0.289509914206598,13896292.0764968,7.14289893366859,15957214.2014048,2914584.02003972,63,
,A03,SYBR,Cre,Unkn-03,33c-3,,15.027149302967,15.0031987241179,0.0419821918196909,15025921.3023151,7.17684110990905,15259612.022054,409516.009381552,63,
,A04,SYBR,Cre,Unkn-04,33c-4,,17.9726066831003,18.0767001493737,0.10439620841725,2318846.55458295,6.36527201094814,2173830.01842433,143858.752962805,63,
,A05,SYBR,Cre,Unkn-05,33c-5,,18.8319782155397,18.3318730809417,0.453799596217768,1344272.34448824,6.12848726404988,1895832.6835264,512674.415614352,63,
,A06,SYBR,Cre,Unkn-06,33c-6,,18.0018176660813,17.9481647013732,0.112189227753464,2276268.23091273,6.35722343713492,2359115.90306355,171075.297259933,63,
,A07,SYBR,Cre,Unkn-07,33c-7,,20.2039571136624,20.1939302568176,0.142524243302672,562940.574436552,5.75046255194471,568083.065786756,51557.5228370105,63,
,A08,SYBR,Cre,Unkn-08,33c-8,,20.0409181625651,19.8985673867528,0.140335891461036,624288.125243867,5.79538507417507,685097.914090652,60817.6578064074,63,
,A09,SYBR,Cre,Unkn-09,33c-9,,20.4263704452872,19.717085240734,0.614640967342574,488855.449651577,5.68918046096588,803094.618554544,272458.932764629,63,
,A10,SYBR,Cre,Unkn-10,33c-10,,20.3454485650323,20.2742503874997,0.263304387655992,514608.63014034,5.7114770651835,543511.649868882,93249.9497703563,63,
,A11,SYBR,Cre,Unkn-11,33c-11,,21.0516829602855,20.5711257749893,0.453854437873997,328765.751461257,5.51688656943342,458140.919817147,126999.522397,63,
,A12,SYBR,Cre,Unkn-12,33c-12,,19.9428299095344,20.0729658864804,0.159695520394315,664372.383065418,5.82241157120323,613788.975543493,60806.1577288863,63,
,B01,SYBR,Cre,Unkn-01,33c-1,,14.7409080361029,14.9456224596591,0.289509914206598,18018136.3263128,7.25570986849346,15957214.2014048,2914584.02003972,63,
,B02,SYBR,Cre,Unkn-02,33c-2,,15.2753051127944,15.1312908681239,0.203666897987912,12837076.5427479,7.10846613074897,14123976.2912137,1819951.07769478,63,
,B03,SYBR,Cre,Unkn-03,33c-3,,15.0277238697534,15.0031987241179,0.0419821918196909,15020444.955777,7.17668279811265,15259612.022054,409516.009381552,63,
,B04,SYBR,Cre,Unkn-04,33c-4,,18.0760972762319,18.0767001493737,0.10439620841725,2171485.8008583,6.33675699389671,2173830.01842433,143858.752962805,63,
,B05,SYBR,Cre,Unkn-05,33c-5,,18.2173019304091,18.3318730809417,0.453799596217768,1985411.48160692,6.29785052906969,1895832.6835264,512674.415614352,63,
,B06,SYBR,Cre,Unkn-06,33c-6,,18.0234530678778,17.9481647013732,0.112189227753464,2245236.95504619,6.35126218179303,2359115.90306355,171075.297259933,63,
,B07,SYBR,Cre,Unkn-07,33c-7,,20.3311762974486,20.1939302568176,0.142524243302672,519289.49618794,5.71540953808947,568083.065786756,51557.5228370105,63,
,B08,SYBR,Cre,Unkn-08,33c-8,,19.8944468637066,19.8985673867528,0.140335891461036,685082.179224623,5.83574267053344,685097.914090652,60817.6578064074,63,
,B09,SYBR,Cre,Unkn-09,33c-9,,19.3841081106945,19.717085240734,0.614640967342574,947016.529399662,5.97635755932472,803094.618554544,272458.932764629,63,
,B10,SYBR,Cre,Unkn-10,33c-10,,19.9826682618034,20.2742503874997,0.263304387655992,647790.854349583,5.81143481225467,543511.649868882,93249.9497703563,63,
,B11,SYBR,Cre,Unkn-11,33c-11,,20.1497879530182,20.5711257749893,0.453854437873997,582623.387126761,5.76538791368719,458140.919817147,126999.522397,63,
,B12,SYBR,Cre,Unkn-12,33c-12,,20.0248917967408,20.0729658864804,0.159695520394315,630668.090844453,5.79980085807316,613788.975543493,60806.1577288863,63,
,C02,SYBR,Cre,Unkn-02,33c-2,,14.9872766234535,15.1312908681239,0.203666897987912,15410876.0396794,7.18782732712756,14123976.2912137,1819951.07769478,63,
,C03,SYBR,Cre,Unkn-03,33c-3,,14.9547229996332,15.0031987241179,0.0419821918196909,15732469.80807,7.19679690697276,15259612.022054,409516.009381552,63,
,C04,SYBR,Cre,Unkn-04,33c-4,,18.181396488789,18.0767001493737,0.10439620841725,2031157.69983174,6.30774364349734,2173830.01842433,143858.752962805,63,
,C05,SYBR,Cre,Unkn-05,33c-5,,17.9463390968765,18.3318730809417,0.453799596217768,2357814.22448404,6.37250958343088,1895832.6835264,512674.415614352,63,
