,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,mCherry,Unkn-01,38-1,,28.5387639649146,28.3006075365223,0.209500922860571,27.8434867397696,1.44472361948107,33.5418762159191,5.03545820490647,67,
,A03,SYBR,mCherry,Unkn-03,38-3,,20.412621660538,20.4711695933222,0.128109348078993,12185.596956118,4.08584680954845,11698.3454079324,1090.8549720651,67,
,A11,SYBR,mCherry,Unkn-11,38-11,,29.5101944144292,28.9897416324706,0.457204674039615,13.4584036082412,1.12899354835386,20.6055864234442,6.34300128357627,67,
,B01,SYBR,mCherry,Unkn-01,38-1,,28.2182957933426,28.3006075365223,0.209500922860571,35.3900178250635,1.5488807813808,33.5418762159191,5.03545820490647,67,
,B03,SYBR,mCherry,Unkn-03,38-3,,20.3827953139125,20.4711695933222,0.128109348078993,12460.6540336253,4.09554083812892,11698.3454079324,1090.8549720651,67,
,B11,SYBR,mCherry,Unkn-11,38-11,,28.6528158915768,28.9897416324706,0.457204674039615,25.5655394858819,1.40765496167314,20.6055864234442,6.34300128357627,67,
,C01,SYBR,mCherry,Unkn-01,38-1,,28.1447628513097,28.3006075365223,0.209500922860571,37.3921240829242,1.5727801362238,33.5418762159191,5.03545820490647,67,
,C03,SYBR,mCherry,Unkn-03,38-3,,20.6180918055161,20.4711695933222,0.128109348078993,10448.7852340539,4.01906580271376,11698.3454079324,1090.8549720651,67,
,C11,SYBR,mCherry,Unkn-11,38-11,,28.8062145914056,28.9897416324706,0.457204674039615,22.7928161762096,1.35779798793718,20.6055864234442,6.34300128357627,67,
,D03,SYBR,mCherry,Unkn-15,38-15,,31.275726135849,30.9689561987467,0.922777002998897,3.59060936223452,0.555168158939994,5.34067925311028,3.90648861963454,67,
,E03,SYBR,mCherry,Unkn-15,38-15,,29.9318650847313,30.9689561987467,0.922777002998897,9.8162134511688,0.991943993449274,5.34067925311028,3.90648861963454,67,
,F03,SYBR,mCherry,Unkn-15,38-15,,31.6992773756599,30.9689561987467,0.922777002998897,2.61521494592752,0.417507389568069,5.34067925311028,3.90648861963454,67,
